Hashtag,item_id,TikTok Link,Start Week Day,End Week Day,Video views,Engagement rate,Like count,Comment count,Share count,brand,audio_path,transcription
bugattidivo,7456127447180823813,https://www.tiktok.com/@euamauryjunior/video/7456127447180823813,2024-12-30 00:00:00,2025-05-25 00:00:00,1500435,0.10582397771312986,155074,2573,1135,bugatti,data/bugatti/7456127447180823813.mp3," É gente, deu com hipobugate. Pra você que não sabe, ele acabou de ser flagrado rodando nas rodovias do interior de São Paulo. Só que o que era passeio a roler na paz, na prosperidade, na broderagem, acabou se tornando um pesadelo. Aí você vai falar, Maureen, como assim? O que aconteceu? Bateu o carro? Não, gente, graças a Deus, não bateu o carro, o carro tá bem. Mas ele estava aqui rodando na sua bonitesa máxima, o aerofólio levantado e do absoluto nada, olha só quem surgiu. Sim, eles. E o motivo vocês já sabiam por quê? Só que reza além daqui, calma."
bugattidivo,7460121923960327446,https://www.tiktok.com/@tittouancarspot/photo/7460121923960327446,2025-01-13 00:00:00,2025-05-25 00:00:00,1181578,0.15199673656753934,171336,4861,3399,bugatti,data/bugatti/7460121923960327446.mp3,
bugattilavoiturenoire,7040501454729137410,https://www.tiktok.com/@havrogreen/video/7040501454729137410,2024-09-02 00:00:00,2025-05-25 00:00:00,5633158,0.022226963987163152,73269,3154,48785,bugatti,data/bugatti/7040501454729137410.mp3," Самая дорогая машина в мире, какая же ее цена и что же это за машина? Это бугатель Аютерна Ир. Она является в одном экземпляре и стоит 1 миллиард 400 миллионов рублей. За место одной такой тачки можно было бы взять почти 2000 Renault Logan или даже 300 новых Mercedes."
bugattilavoiturenoire,7039745410189118721,https://www.tiktok.com/@havrogreen/video/7039745410189118721?lang=en,2024-09-02 00:00:00,2025-05-25 00:00:00,1757901,0.020981272551753482,27068,889,8926,bugatti,data/bugatti/7039745410189118721.mp3, ТОП 5 самых дорогих машин в мире. Погнали! Пятое место. Бугати-Диво 400 миллионов рублей. 4 место Бугати-Центу-Диси. 660 миллионов рублей. 3 место Ролл Сройс с вэп-тейл. 956 миллионов рублей. 2 место Паганил Зонда-Ашпий-Баркета. Продается за 1 миллиар 300 миллионов рублей.
bugattilavoiturenoire,6970072846886391041,https://www.tiktok.com/@havrogreen/video/6970072846886391041,2024-09-02 00:00:00,2025-05-25 00:00:00,1301018,0.014138928131663052,13300,387,4708,bugatti,data/bugatti/6970072846886391041.mp3," Самая дорогая машина в мире. Бугатель Авиутер Найр. Кто же ее купил? Сама машина стоит 990 миллионов рублей. Но Кристиана Рональда взял ее почти за полтора миллиарда. Что можно купить за место одной такой машины, узнаю меня в профиле."
bugattilavoiturenoire,7434919043712306487,https://www.tiktok.com/@hypercar19/photo/7434919043712306487?lang=ro-RO,2024-11-04 00:00:00,2025-05-25 00:00:00,1135890,0.15980068492547694,175607,1328,4581,bugatti,data/bugatti/7434919043712306487.mp3,
bugattilavoiturenoire,7492082709179813142,https://www.tiktok.com/@supercarblondie.xtra/video/7492082709179813142,2025-04-07 00:00:00,2025-05-25 00:00:00,903121,0.056321356717427676,44363,1360,5142,bugatti,data/bugatti/7492082709179813142.mp3,
bugattiveyron,7452354604790025504,https://www.tiktok.com/@tejaz_gtr/video/7452354604790025504,2024-12-23 00:00:00,2025-05-25 00:00:00,15010538,0.048931757142881886,721663,3146,9683,bugatti,data/bugatti/7452354604790025504.mp3,
bugattiveyron,7407854527711431969,https://www.tiktok.com/@mc01____/video/7407854527711431969,2024-09-02 00:00:00,2025-05-25 00:00:00,3431808,0.042165820465480584,134618,2111,7976,bugatti,data/bugatti/7407854527711431969.mp3,
bugattiveyron,7453212375265660166,https://www.tiktok.com/@bugattis.hypercar/photo/7453212375265660166,2024-12-23 00:00:00,2025-05-25 00:00:00,3270080,0.21240428368724923,645020,6338,43221,bugatti,data/bugatti/7453212375265660166.mp3,
bugattiveyron,7460956712913210632,https://www.tiktok.com/@raciety/video/7460956712913210632,2025-01-13 00:00:00,2025-05-25 00:00:00,2775722,0.19542050680867898,503256,1130,38047,bugatti,data/bugatti/7460956712913210632.mp3,
bugattiveyron,7428590782581411105,https://www.tiktok.com/@twincisse/video/7428590782581411105,2024-10-21 00:00:00,2025-05-25 00:00:00,2683640,0.08077573743125009,208591,922,7260,bugatti,data/bugatti/7428590782581411105.mp3,
bugattiveyronsupersport,7500277250110033174,https://www.tiktok.com/@mr_sarky/video/7500277250110033174,2025-04-28 00:00:00,2025-05-25 00:00:00,2214105,0.1563999900637052,328731,1158,16397,bugatti,data/bugatti/7500277250110033174.mp3,
bugattiveyronsupersport,7455467118805437704,https://www.tiktok.com/@thecarmad/video/7455467118805437704,2024-12-30 00:00:00,2025-05-25 00:00:00,1403923,0.18667263090639585,248148,1154,12772,bugatti,data/bugatti/7455467118805437704.mp3,
bugattiveyronsupersport,7030407898765233410,https://www.tiktok.com/@moscowelitescartel/video/7030407898765233410?lang=en,2024-09-02 00:00:00,2025-05-25 00:00:00,1356105,0.005358729596896996,5999,708,560,bugatti,data/bugatti/7030407898765233410.mp3,
bugattiveyronsupersport,7492601359687011627,https://www.tiktok.com/@sergiobautista984/video/7492601359687011627,2025-04-14 00:00:00,2025-05-25 00:00:00,536831,0.05245971264699691,26138,1384,640,bugatti,data/bugatti/7492601359687011627.mp3,
bugattiveyronsupersport,7413304306457120008,https://www.tiktok.com/@broque____/video/7413304306457120008,2024-09-09 00:00:00,2025-05-25 00:00:00,312140,0.05473825847376177,15918,290,878,bugatti,data/bugatti/7413304306457120008.mp3,
ferrari250gto,7435654249729543457,https://www.tiktok.com/@eggcraft_watch/video/7435654249729543457,2024-11-04 00:00:00,2025-05-25 00:00:00,602850,0.02683420419673219,13978,480,1719,ferrari,data/ferrari/7435654249729543457.mp3," [""Pomp and Circumstance""]"
ferrari250gto,7467601543571721479,https://www.tiktok.com/@lamborghini._.7777/video/7467601543571721479,2025-02-03 00:00:00,2025-05-25 00:00:00,182386,0.04891274549581656,8513,301,107,ferrari,data/ferrari/7467601543571721479.mp3, Do actuallam life
ferrari250gto,7047335826958617861,https://www.tiktok.com/@wpg.clips/video/7047335826958617861,2024-09-02 00:00:00,2025-05-25 00:00:00,167402,0.042908686873514054,6730,264,189,ferrari,data/ferrari/7047335826958617861.mp3,
ferrari250gto,7433658936831642887,https://www.tiktok.com/@lamborghini._.7777/video/7433658936831642887,2024-11-04 00:00:00,2025-05-25 00:00:00,136253,0.03763586856803153,4811,209,108,ferrari,data/ferrari/7433658936831642887.mp3,
ferrari250gto,7443347539526487303,https://www.tiktok.com/@diecastsg64/video/7443347539526487303,2024-11-25 00:00:00,2025-05-25 00:00:00,93736,0.010870956729538278,941,21,57,ferrari,data/ferrari/7443347539526487303.mp3,
ferrari296gtb,7451858537371733249,https://www.tiktok.com/@dym3p/video/7451858537371733249,2024-12-23 00:00:00,2025-05-25 00:00:00,11611003,0.041920409459889035,463845,3843,19050,ferrari,data/ferrari/7451858537371733249.mp3," Đón xem video này, hãy subscribe cho kênh Ghiền Mì Gõ Để không bỏ lỡ những video hấp dẫn"
ferrari296gtb,7479727028690881814,https://www.tiktok.com/@rseitalia/video/7479727028690881814,2025-03-31 00:00:00,2025-05-25 00:00:00,6568320,0.001381479586865439,8632,102,340,ferrari,data/ferrari/7479727028690881814.mp3, Super! Tuha Maconi!
ferrari296gtb,7460112076636278023,https://www.tiktok.com/@bigbike.hypercar/video/7460112076636278023,2025-01-13 00:00:00,2025-05-25 00:00:00,3657323,0.052780134541029054,190616,832,1586,ferrari,data/ferrari/7460112076636278023.mp3, I
ferrari296gtb,7399293662485548320,https://www.tiktok.com/@iamcaralisa/video/7399293662485548320,2024-09-02 00:00:00,2025-05-25 00:00:00,2034679,0.020314260873582516,40567,302,464,ferrari,data/ferrari/7399293662485548320.mp3, I put a spell on you because you're mine
ferrari296gtb,7450703678278814984,https://www.tiktok.com/@phatscar/video/7450703678278814984,2024-12-16 00:00:00,2025-05-25 00:00:00,1373322,0.07102340164943109,94654,926,1958,ferrari,data/ferrari/7450703678278814984.mp3, perfectly
ferrari296gts,7430796353057475846,https://www.tiktok.com/@jeniferxu/video/7430796353057475846,2024-10-28 00:00:00,2025-05-25 00:00:00,925936,0.06594624250488154,57197,1869,1996,ferrari,data/ferrari/7430796353057475846.mp3, Ini adalah Ferrari 256DS Grand Tourismo Spider. Salah satu sportka dari Ferrari yang memiliki teknologi punk in hybrid. Bagasinya ada di bagian depan dengan pengenyimpanan yang cukup untuk sebuah sport car. Sedangkan misinya ada di belakang.
ferrari296gts,7470190605784730935,https://www.tiktok.com/@cars_de_medallo/video/7470190605784730935,2025-02-10 00:00:00,2025-05-25 00:00:00,341604,0.1303556164447723,38741,240,5549,ferrari,data/ferrari/7470190605784730935.mp3," Junior Gonorrea, se lo juro que se vinieron todas las chingas de Medellín, se vinieron para acá, cuello, eso está inundado de chingas niños. Esto está una belleza, cuello, no sabía ni dónde mirar, pa."
ferrari296gts,7499619578759089463,https://www.tiktok.com/@leonardo.alonsoo/video/7499619578759089463,2025-04-28 00:00:00,2025-05-25 00:00:00,276357,0.09663587316405953,25833,142,731,ferrari,data/ferrari/7499619578759089463.mp3," Jogando é o baile, baile, baile, baile, doce engado, doce, doce, mola, diferente, doce, mitro, transparente, doce, mil pagos, tatua, com doce, quanta, tá, quanta, gente, doce, engarra, flágio, risco, doce, bala, doce, doce, piranha, jogo"
ferrari296gts,7316927237939334407,https://www.tiktok.com/@queenofsupercars/video/7316927237939334407,2024-09-02 00:00:00,2025-05-25 00:00:00,240415,0.03046398935174594,6874,224,226,ferrari,data/ferrari/7316927237939334407.mp3," Baby, you know that I miss you, I just wanna kiss you Baby, you know that I miss you, I wanna get with you Tonight, but I can't help baby, get a nasty issue You know I miss you, I just wanna kiss you But I can't right now, so baby, kiss me through the phone"
ferrari296gts,7504514060503895314,https://www.tiktok.com/@mydung070120/video/7504514060503895314,2025-05-12 00:00:00,2025-05-25 00:00:00,213085,0.01792242532322782,3369,216,234,ferrari,data/ferrari/7504514060503895314.mp3, Another shot and show me some love. I want to get the party going ladies to the front Now let me see you shake it and turn the music up when the bass Another shot and show me some love
ferrari348,7445014556268580151,https://www.tiktok.com/@_rafhin/video/7445014556268580151,2024-12-02 00:00:00,2025-05-25 00:00:00,1787106,0.1274613816975602,205273,2447,20067,ferrari,data/ferrari/7445014556268580151.mp3, 2.5 cm 3.5 cm 4.5 cm 5 cm 6 cm 7 cm 8 cm 9 cm 10 cm 10 cm 10 cm 10 cm 10 cm 10 cm 10 cm
ferrari348,7477708356262645034,https://www.tiktok.com/@bringatrailer/video/7477708356262645034,2025-03-03 00:00:00,2025-05-25 00:00:00,1612037,0.005926042640460485,9333,85,135,ferrari,data/ferrari/7477708356262645034.mp3, Placing into a induction back Chen Unidos you
ferrari348,7420784657446341920,https://www.tiktok.com/@_samu_s1/video/7420784657446341920,2024-09-30 00:00:00,2025-05-25 00:00:00,461451,0.07142903580228453,32569,209,183,ferrari,data/ferrari/7420784657446341920.mp3, filter Means non NUNUCAM conna
ferrari348,7406722724007054624,https://www.tiktok.com/@greatest_car_videos/video/7406722724007054624,2024-09-02 00:00:00,2025-05-25 00:00:00,380882,0.02233500139150708,8287,164,56,ferrari,data/ferrari/7406722724007054624.mp3," Bon c'est sûr, il y a un souci au niveau du moteur. Ouais. Forcément, tant qu'il y a une part d'inconnu, c'est forcément un peu risqué. Vous en voulez combien ? 45 000, c'est ça ? 45 000, ouais. Moi je pense quand même que pour une voiture qui n'a pas été super entretenue, c'est un peu cher. A entendu mon mec à dos, inévitablement, j'imagine un peu, faut faire la distribution, faut sortir le moteur, cette perte d'huile. C'est un seul moteur, c'est déjà deux jours de boulot. Dès j'en main d'heure, j'imagine un petit peu, plus le prix des pièces Ferrari, honnêtement, on va pouvoir vous en donner quoi."
ferrari348,7397515205640604961,https://www.tiktok.com/@7luxurywheels7/video/7397515205640604961,2024-09-02 00:00:00,2025-05-25 00:00:00,271272,0.057123477542835234,14542,72,882,ferrari,data/ferrari/7397515205640604961.mp3," You wanted, I wanted, she wanted, so come get it We forget, no regret, tonight I'ma make you taste it Come y'all now, why no more, shake your body and lose control Come y'all now, let them know, drop it down, now move it slow Come y'all now, why no more, shake your body and shake that ass Come y'all now, look so hard"
ferrari360modena,7451336626577411333,https://www.tiktok.com/@jucaviapri/video/7451336626577411333,2024-12-16 00:00:00,2025-05-25 00:00:00,915588,0.11765990816830277,105942,521,1265,ferrari,data/ferrari/7451336626577411333.mp3," tomé la decisión de comprar mi primer Ferrari. Vaya que al decirlo se me puso la piel chinita, es el que tenía en la pared de mi cuarto, mientras crecía, literalmente, uno idéntico a este amarillo, y el póster estaba así. ¿Cómo no enamorarse? Vean eso, vean eso, vean esa silueta."
ferrari360modena,7460774518206811397,https://www.tiktok.com/@jucaviapri/video/7460774518206811397,2025-01-13 00:00:00,2025-05-25 00:00:00,734337,0.08729507024703917,63440,184,480,ferrari,data/ferrari/7460774518206811397.mp3," y para que se den una idea nada más que joyón al tipo de cambio de cuando lo compré, el coche costó menos de lo que cuesta un Z4 nuevo, obviamente a esto hay que sumarle el servicio que toca hacerle y todo lo que le hagamos, pero ¡uf! ¡Dil, dil, dil!"
ferrari360modena,7451762149543775493,https://www.tiktok.com/@jucaviapri/video/7451762149543775493,2024-12-23 00:00:00,2025-05-25 00:00:00,603083,0.09923675513983979,59349,161,338,ferrari,data/ferrari/7451762149543775493.mp3, No te recomendamos usarlo y mucho menos fuerte antes de hacerle ese servicio porque el motor puede sufrir daños graves. Hay que hacerle un servicio de aproximadamente 20 mil dólares. ¡Incastumar que hay cuesta mujer! Por lo que no me van a ver manejar el coche más que unas vueltecitas por aquí para enseñárselos y punto porque me dijeron.
ferrari360modena,7472822528134761750,https://www.tiktok.com/@luxury._cars._/video/7472822528134761750,2025-02-17 00:00:00,2025-05-25 00:00:00,444437,0.14507342997995215,60618,279,3579,ferrari,data/ferrari/7472822528134761750.mp3," Last night I dreamt of something new. Just like I've never gone, I knew the song. Young girl with eyes like the feather. It all seems like yesterday not far away."
ferrari360modena,7463766617625775367,https://www.tiktok.com/@gdpower47/video/7463766617625775367,2025-01-20 00:00:00,2025-05-25 00:00:00,208384,0.03179226812039312,6380,76,169,ferrari,data/ferrari/7463766617625775367.mp3," We did it in the house, the house We're the man, we did it in the house Yeah, it's a full-back, it's a full-back I got the power, the power, power, power, power, power, power, power Yeah, yeah, I got the quarter, shala shala order, shala, the power, the power, the power, the power Yeah, yeah, I'm not waste show time, get, gotta beat me, prove it my wrong, God, all that we see I got the power, the power, power, power, I'm not a dao"
ferrari430scuderia,7471230174021897494,https://www.tiktok.com/@gtoscud/video/7471230174021897494,2025-02-10 00:00:00,2025-05-25 00:00:00,1990214,0.2018446257538134,357288,1352,43074,ferrari,data/ferrari/7471230174021897494.mp3, నినినినినినినినినినినినినినినినినినినినినినినినినినినినినినినినినినినినినినినినినినినినినినినినినినినినినినినిన
ferrari430scuderia,7464942548155452678,https://www.tiktok.com/@solodeportes.ok/video/7464942548155452678,2025-01-27 00:00:00,2025-05-25 00:00:00,1107248,0.00285843821799633,2934,26,205,ferrari,data/ferrari/7464942548155452678.mp3," Encontrar toda la colección de Puma, Ferrari, Motorsports en www.solio-fortes.com.br Con 6 botas sin interés"
ferrari430scuderia,7471463199854824710,https://www.tiktok.com/@germanscarsjdmcia/video/7471463199854824710,2025-02-17 00:00:00,2025-05-25 00:00:00,999823,0.12283874245741497,113600,370,8847,ferrari,data/ferrari/7471463199854824710.mp3," Last night I dreamt of something new Just like I've never gone, I knew the song Young girl with eyes like the paper It all seems like yesterday not far away Talk to girl, we are the wings"
ferrari430scuderia,7472336048090041622,https://www.tiktok.com/@gtoscud/video/7472336048090041622,2025-02-17 00:00:00,2025-05-25 00:00:00,985476,0.07875584996489006,68563,520,8529,ferrari,data/ferrari/7472336048090041622.mp3, Music
ferrari430scuderia,7441494382789938439,https://www.tiktok.com/@mtegarage/video/7441494382789938439,2024-11-25 00:00:00,2025-05-25 00:00:00,51423,0.008478696303210626,397,18,21,ferrari,data/ferrari/7441494382789938439.mp3," Selamat pagi, kami di MT sekarang. Kami ingin menunjukkan apa yang kita akan membuat hari ini. Dan apa yang kita akan lakukan. Mari kita menyebabkan hari ini. Kita akan memastikan kerja di Ferrari GTC Lucero 4. Jadi apa yang akan berlaku? Itu adalah set set kerja. Jika plan tak berlaku, berubah plan."
ferrari458italia,7332646202200100129,https://www.tiktok.com/@carsvibess/video/7332646202200100129,2024-09-02 00:00:00,2025-05-25 00:00:00,1190031,0.048671001007536775,50719,513,6688,ferrari,data/ferrari/7332646202200100129.mp3," If you enjoyed this, plop, like, share, subscribe, and Guesst want to help us possibly take more牙!"
ferrari458italia,7476705127190023431,https://www.tiktok.com/@kexcars/video/7476705127190023431,2025-02-24 00:00:00,2025-05-25 00:00:00,1091399,0.2812701862471928,271371,812,34795,ferrari,data/ferrari/7476705127190023431.mp3, Freightああ
ferrari458italia,6984456506691439877,https://www.tiktok.com/@joaovilkas28/video/6984456506691439877?lang=en,2024-09-02 00:00:00,2025-05-25 00:00:00,821804,0.028295067923738506,22154,164,935,ferrari,data/ferrari/6984456506691439877.mp3, වවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවවව
ferrari458italia,7440032438509669640,https://www.tiktok.com/@mainstandth2018/video/7440032438509669640,2024-11-18 00:00:00,2025-05-25 00:00:00,594921,0.037705846658631983,22139,125,168,ferrari,data/ferrari/7440032438509669640.mp3,
ferrari458italia,7344343876884270338,https://www.tiktok.com/@azemcars/video/7344343876884270338,2024-09-02 00:00:00,2025-05-25 00:00:00,491359,0.010619526659733515,4280,811,127,ferrari,data/ferrari/7344343876884270338.mp3,
ferrari458speciale,7432191877908073729,https://www.tiktok.com/@shanghai9998/video/7432191877908073729,2024-10-28 00:00:00,2025-05-25 00:00:00,1371204,0.048806742104019536,65984,322,618,ferrari,data/ferrari/7432191877908073729.mp3,
ferrari458speciale,7476705127190023431,https://www.tiktok.com/@kexcars/video/7476705127190023431,2025-02-24 00:00:00,2025-05-25 00:00:00,1091402,0.2812712456088591,271373,812,34795,ferrari,data/ferrari/7476705127190023431.mp3, You
ferrari458speciale,7462924162760297729,https://www.tiktok.com/@kexcars/video/7462924162760297729,2025-01-20 00:00:00,2025-05-25 00:00:00,661244,0.30292751238574567,175255,376,24678,ferrari,data/ferrari/7462924162760297729.mp3,
ferrari458speciale,7463766617625775367,https://www.tiktok.com/@gdpower47/video/7463766617625775367,2025-01-20 00:00:00,2025-05-25 00:00:00,208373,0.031789147346345255,6379,76,169,ferrari,data/ferrari/7463766617625775367.mp3," We did it in the house, the house We're the man, we did it in the house Yeah, it's a full-back, it's a full-back I got the power, the power, power, power, power, power, power, power Yeah, yeah, I got the quarter, shala shala order, shala, the power, the power, the power, the power Yeah, yeah, I'm not waste show time, get, gotta beat me, prove it my wrong, God, all that we see I got the power, the power, power, power, I'm not a dao"
ferrari458speciale,7471736503073361174,https://www.tiktok.com/@fierlinga/video/7471736503073361174,2025-02-17 00:00:00,2025-05-25 00:00:00,193671,0.21943915196389754,39541,137,2821,ferrari,data/ferrari/7471736503073361174.mp3,
ferrari458spider,7463766617625775367,https://www.tiktok.com/@gdpower47/video/7463766617625775367,2025-01-20 00:00:00,2025-04-13 00:00:00,207915,0.031748551090589903,6359,75,167,ferrari,data/ferrari/7463766617625775367.mp3," We did it in the house, the house We're the man, we did it in the house Yeah, it's a full-back, it's a full-back I got the power, the power, power, power, power, power, power, power Yeah, yeah, I got the quarter, shala shala order, shala, the power, the power, the power, the power Yeah, yeah, I'm not waste show time, get, gotta beat me, prove it my wrong, God, all that we see I got the power, the power, power, power, I'm not a dao"
ferrari458spider,7366951769244503313,https://www.tiktok.com/@shanghai9998/video/7366951769244503313,2024-09-02 00:00:00,2025-04-13 00:00:00,103818,0.03404033982546379,3420,18,96,ferrari,data/ferrari/7366951769244503313.mp3,
ferrari458spider,7471170293772373265,https://www.tiktok.com/@mtegarage/video/7471170293772373265,2025-02-10 00:00:00,2025-04-13 00:00:00,57155,0.03219315895372234,1818,14,8,ferrari,data/ferrari/7471170293772373265.mp3,
ferrari458spider,7335856343884041504,https://www.tiktok.com/@hercegcsabi.official/video/7335856343884041504,2024-09-02 00:00:00,2025-04-13 00:00:00,55614,0.03684324091056209,1968,20,61,ferrari,data/ferrari/7335856343884041504.mp3, this in part is construction problems this technique is pretty cool
ferrari458spider,7336234344060554529,https://www.tiktok.com/@hercegcsabi.official/video/7336234344060554529,2024-09-02 00:00:00,2025-04-13 00:00:00,54231,0.03485091552801903,1792,48,50,ferrari,data/ferrari/7336234344060554529.mp3," Szevasztok, fiai! Apátok puszton egy évesen megvásárolt egy Ferrari 458 Spider. Úgy gondolom, hogy ez nem kis donok, daki azt mondja, azt próbálja után amicsán. A világon sem egy csok mindenkinek, nem oly Magyarországon, és mint tudjátok, Magyarországon én vagyok a top egy megkérdő érezkettenül, és mint tudjátok, Ferrari..."
ferrari488gtb,7479727028690881814,https://www.tiktok.com/@rseitalia/video/7479727028690881814,2025-03-31 00:00:00,2025-05-25 00:00:00,6568378,0.0013814673881436179,8632,102,340,ferrari,data/ferrari/7479727028690881814.mp3, serious home mirrors submerged
ferrari488gtb,7497983390696656150,https://www.tiktok.com/@zoelie.tra/video/7497983390696656150,2025-04-28 00:00:00,2025-05-25 00:00:00,1824510,0.20614630777578638,342152,1454,32510,ferrari,data/ferrari/7497983390696656150.mp3," ""...okay..."""
ferrari488gtb,7450703678278814984,https://www.tiktok.com/@phatscar/video/7450703678278814984,2024-12-16 00:00:00,2025-05-25 00:00:00,1373625,0.07102156702156702,94672,926,1959,ferrari,data/ferrari/7450703678278814984.mp3, 3
ferrari488gtb,7413204460811357448,https://www.tiktok.com/@abamrongg2nd/video/7413204460811357448,2024-09-09 00:00:00,2025-05-25 00:00:00,1205460,0.028708542796940587,34232,170,205,ferrari,data/ferrari/7413204460811357448.mp3, 난 совсем Live in my hear with a truck full of contraband
